Bus Number,Service Date,Route/Down/NIS,Date When Service Went Down,Bus Went Down on Service Date,Expected Return Date,Specify Other Reason Here,Current Status for Down Buses,Operations Down Bus Reason 1,Operations Down Bus Reason 2,Operations Down Bus Reason 3,Down Duration,AM Pull-out Route/Down/NIS,AM Pullout Down Bus Reason 1,AM Pullout Down Bus Reason 2,Bus Status Change
1135.0,2023-08-24,Down,2023-06-02 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Mid-life Refurbishment,Not Specified,Not Specified,83.0,Down,Mid-life Refurbishment,Not Specified,Yes
1135.0,2023-08-25,Down,2023-06-02 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,84.0,Down,Mid-life Refurbishment,Not Specified,Yes
1135.0,2023-08-27,Down,2023-06-02 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Mid-life Refurbishment,Not Specified,Not Specified,86.0,Down,Mid-life Refurbishment,Not Specified,Yes
1135.0,2023-08-28,Down,2023-06-02 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Mid-life Refurbishment,Not Specified,Not Specified,87.0,Down,Mid-life Refurbishment,Not Specified,Yes
1135.0,2023-08-29,Down,2023-06-02 00:00:00,Not Specified,2023-09-30 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Mid-life Refurbishment,Not Specified,Not Specified,88.0,Down,Mid-life Refurbishment,Not Specified,Yes
1135.0,2023-08-31,Down,2023-06-02 00:00:00,Not Specified,2023-09-30 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Mid-life Refurbishment,Not Specified,Not Specified,90.0,Down,Mid-life Refurbishment,Not Specified,Yes
1135.0,2023-09-05,Down,2023-06-02 00:00:00,Not Specified,2023-10-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Mid-life Refurbishment,Not Specified,Not Specified,95.0,Down,Mid-life Refurbishment,Not Specified,Yes
1135.0,2023-09-10,Down,2023-06-02 00:00:00,Not Specified,2023-09-30 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Mid-life Refurbishment,Not Specified,Not Specified,100.0,Down,Mid-life Refurbishment,Not Specified,Yes
1136.0,2023-08-09,Down,2023-06-08 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,62.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-10,Down,2023-06-08 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,63.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-11,Down,2023-06-08 00:00:00,Not Specified,None,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,64.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-12,Down,2023-06-08 00:00:00,Not Specified,None,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Follow Up,Not Specified,Not Specified,65.0,Down,Not Specified,Not Specified,Yes
1136.0,2023-08-13,Down,2023-06-08 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,66.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-16,Down,2023-06-08 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Transmission Issues,Not Specified,Not Specified,69.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-17,Down,2023-06-08 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Transmission Issues,Not Specified,Not Specified,70.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-18,Down,2023-06-08 00:00:00,Yes,2023-06-08 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Transmission Issues,Not Specified,Not Specified,71.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-19,Down,2023-06-08 00:00:00,Yes,2023-08-30 00:00:00,Not Specified,Going to Vendor,Transmission Issues,Not Specified,Not Specified,72.0,Down,Awaiting Service,Not Specified,Yes
1136.0,2023-08-20,Down,2023-06-08 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,73.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-21,Down,2023-06-08 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Transmission Issues,Not Specified,Not Specified,74.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-22,Down,2023-06-08 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Transmission Issues,Not Specified,Not Specified,75.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-23,Down,2023-06-08 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Transmission Issues,Not Specified,Not Specified,76.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-24,Down,2023-06-08 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Transmission Issues,Not Specified,Not Specified,77.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-25,Down,2023-06-08 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,Going to Vendor,Accident Damage,Not Specified,Not Specified,78.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-27,Down,2023-06-08 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Transmission Issues,Not Specified,Not Specified,80.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-28,Down,2023-06-08 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Transmission Issues,Not Specified,Not Specified,81.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-29,Down,2023-06-08 00:00:00,Not Specified,2023-09-30 00:00:00,Not Specified,Going to Vendor,Transmission Issues,Not Specified,Not Specified,82.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-08-31,Down,2023-06-08 00:00:00,Not Specified,2023-09-30 00:00:00,Not Specified,Going to Vendor,Transmission Issues,Not Specified,Not Specified,84.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-09-05,Down,2023-06-08 00:00:00,Not Specified,2023-10-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Transmission Issues,Not Specified,Not Specified,89.0,Down,Transmission Issues,Not Specified,Yes
1136.0,2023-09-10,Down,2023-06-08 00:00:00,Not Specified,2023-09-30 00:00:00,Not Specified,Going to Vendor,Transmission Issues,Not Specified,Not Specified,94.0,Down,Transmission Issues,Not Specified,Yes
1137.0,2023-08-09,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Down,Need Injectors,Not Specified,No
1137.0,2023-08-10,Down,2023-08-10 00:00:00,Yes,2023-08-12 00:00:00,Not Specified,In Progress,Suspension/Steering System,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
1137.0,2023-08-11,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
1137.0,2023-08-12,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,No
1137.0,2023-08-13,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
1137.0,2023-08-16,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1137.0,2023-08-17,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
1137.0,2023-08-18,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1137.0,2023-08-19,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
1137.0,2023-08-20,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
1137.0,2023-08-21,Down,2023-08-21 00:00:00,Yes,2023-08-24 00:00:00,Not Specified,In Progress,Follow Up,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,No
1137.0,2023-08-22,Down,2023-08-21 00:00:00,Not Specified,2023-08-24 00:00:00,prevent maintenance,In Progress,Follow Up, Other,Not Specified,1.0,Down,Awaiting Services,Not Specified,Yes
1137.0,2023-08-23,Down,2023-08-21 00:00:00,Not Specified,2023-08-24 00:00:00,Not Specified,In Progress,Follow Up,Not Specified,Not Specified,2.0,Down,Follow Up,Not Specified,Yes
1137.0,2023-08-24,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1137.0,2023-08-25,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
1137.0,2023-08-27,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
1137.0,2023-08-28,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1137.0,2023-08-29,Down,2023-08-29 00:00:00,Yes,2023-08-30 00:00:00,rear bellow leak,In Progress,rear bellow leak,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,No
1137.0,2023-08-31,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1137.0,2023-09-05,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1137.0,2023-09-10,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
1138.0,2023-08-09,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
1138.0,2023-08-10,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1138.0,2023-08-11,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1138.0,2023-08-12,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1138.0,2023-08-13,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
1138.0,2023-08-16,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
1138.0,2023-08-17,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
1138.0,2023-08-18,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
1138.0,2023-08-19,Down,2023-08-18 00:00:00,Yes,2023-08-30 00:00:00,Not Specified,Going to Vendor,Accident Damage,Not Specified,Not Specified,1.0,Down,Check/Stop System/Engine Lights,Not Specified,Yes
1138.0,2023-08-20,Down,2023-08-18 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Accident Damage,Not Specified,Not Specified,2.0,Down,Accident Damage,Not Specified,Yes
1138.0,2023-08-21,Down,2023-08-18 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,3.0,Down,Accident Damage,Not Specified,Yes
1138.0,2023-08-22,Down,2023-08-18 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,4.0,Down,Accident Damage,Not Specified,Yes
1138.0,2023-08-23,Down,2023-08-18 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,5.0,Down,Accident Damage,Not Specified,Yes
1138.0,2023-08-24,Down,2023-08-19 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Accident Damage,Not Specified,Not Specified,5.0,Down,Accident Damage,Not Specified,Yes
1138.0,2023-08-25,Down,2023-08-18 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Overheating Engine,Not Specified,Not Specified,7.0,Down,Accident Damage,Not Specified,Yes
1138.0,2023-08-27,Down,2023-08-18 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Accident Damage,Not Specified,Not Specified,9.0,Down,Overheating Engine,Not Specified,Yes
1138.0,2023-08-28,Down,2023-08-18 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Accident Damage,Not Specified,Not Specified,10.0,Down,Accident Damage,Not Specified,Yes
1138.0,2023-08-29,Down,2023-08-18 00:00:00,Not Specified,2023-09-30 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Accident Damage,Not Specified,Not Specified,11.0,Down,Accident Damage,Not Specified,Yes
1138.0,2023-08-31,Down,2023-08-18 00:00:00,Not Specified,2023-09-30 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Accident Damage,Not Specified,Not Specified,13.0,Down,Accident Damage,Not Specified,Yes
1138.0,2023-09-05,Down,2023-08-18 00:00:00,Not Specified,2023-10-01 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Accident Damage,Not Specified,Not Specified,18.0,Down,Accident Damage,Not Specified,Yes
1138.0,2023-09-10,Down,2023-09-06 00:00:00,Not Specified,2023-09-12 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Air Leak,Not Specified,Not Specified,4.0,Down,Air Leak,Not Specified,Yes
1139.0,2023-08-09,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
1139.0,2023-08-10,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
1139.0,2023-08-11,Down,2023-08-10 00:00:00,Not Specified,2023-08-13 00:00:00,Not Specified,In Progress,Follow Up,Not Specified,Not Specified,1.0,Spare,Not Specified,Not Specified,No
1139.0,2023-08-12,Down,2023-08-10 00:00:00,Not Specified,2023-08-13 00:00:00,Not Specified,In Progress,Follow Up,Not Specified,Not Specified,2.0,Spare,Not Specified,Not Specified,No
1139.0,2023-08-13,Not In Service,2023-08-13 00:00:00,Yes,2023-08-14 00:00:00,Not Specified,In Progress,Follow Up,Not Specified,Not Specified,0.0,Down,Awaiting Service,Not Specified,No
1139.0,2023-08-16,Not In Service,2023-08-16 00:00:00,Yes,2023-08-17 00:00:00,Not Specified,In Progress,Follow Up,Not Specified,Not Specified,0.0,Down,Follow Up,Not Specified,No
1139.0,2023-08-17,Down,2023-08-10 00:00:00,Not Specified,2023-08-18 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Check/Stop System/Engine Lights,Not Specified,Not Specified,7.0,Spare,Not Specified,Not Specified,No
1139.0,2023-08-18,Down,2023-08-10 00:00:00,Yes,2023-08-10 00:00:00,Not Specified,In Progress,Check/Stop System/Engine Lights,Not Specified,Not Specified,8.0,Spare,Not Specified,Not Specified,No
1139.0,2023-08-19,Down,2023-08-10 00:00:00,Yes,2023-08-20 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Check/Stop System/Engine Lights,Not Specified,Not Specified,9.0,Down,Awaiting Service,Not Specified,Yes
1139.0,2023-08-20,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
1139.0,2023-08-21,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
1139.0,2023-08-22,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1139.0,2023-08-23,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
1139.0,2023-08-24,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1139.0,2023-08-25,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1139.0,2023-08-27,Not In Service,2023-08-27 00:00:00,Yes,2023-08-28 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Transmission Issues,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,No
1139.0,2023-08-28,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
1139.0,2023-08-29,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1139.0,2023-08-31,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
1139.0,2023-09-05,Not In Service,2023-09-05 00:00:00,Yes,2023-09-06 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),A/C (HVAC) Issues,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
1139.0,2023-09-10,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1140.0,2023-08-09,Down,2023-08-07 00:00:00,Not Specified,2023-08-10 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Follow Up,Not Specified,Not Specified,2.0,Down,Follow Up,Not Specified,Yes
1140.0,2023-08-10,Down,2023-08-07 00:00:00,Not Specified,2023-08-10 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Follow Up,Not Specified,Not Specified,3.0,Down,Follow Up,Not Specified,Yes
1140.0,2023-08-11,Down,2023-08-07 00:00:00,Not Specified,2023-08-13 00:00:00,Not Specified,In Progress,Follow Up,Not Specified,Not Specified,4.0,Down,Follow Up,Not Specified,Yes
1140.0,2023-08-12,Down,2023-08-07 00:00:00,Not Specified,2023-08-13 00:00:00,Not Specified,In Progress,Ready to Pick Up,Not Specified,Not Specified,5.0,Down,Not Specified,Not Specified,Yes
1140.0,2023-08-13,Down,2023-08-07 00:00:00,Not Specified,2023-08-15 00:00:00,Not Specified,In Progress,Follow Up,Not Specified,Not Specified,6.0,Down,Follow Up,Not Specified,Yes
1140.0,2023-08-16,Down,2023-08-07 00:00:00,Not Specified,2023-08-20 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Ready to Pick Up,Not Specified,Not Specified,9.0,Down,Follow Up,Not Specified,Yes
1140.0,2023-08-17,Down,2023-08-07 00:00:00,Not Specified,2023-08-18 00:00:00,Not Specified,In Progress,Follow Up,Not Specified,Not Specified,10.0,Down,Follow Up,Not Specified,Yes
1140.0,2023-08-18,Down,2023-08-07 00:00:00,Yes,2023-08-07 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Follow Up,Not Specified,Not Specified,11.0,Down,Follow Up,Not Specified,Yes
1140.0,2023-08-19,Down,2023-08-07 00:00:00,Yes,2023-08-20 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Follow Up,Not Specified,Not Specified,12.0,Down,Fan Sensor,Not Specified,Yes
1140.0,2023-08-20,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
1140.0,2023-08-21,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
1140.0,2023-08-22,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
1140.0,2023-08-23,Down,2023-08-23 00:00:00,Yes,2023-08-25 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Accident Damage,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,No
1140.0,2023-08-24,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
